issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort
AZ4INX4LUdMD1-xUqr-M,lib/sqlalchemy/dialects/mysql/mysqldb.py,mysqldb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""MySQLExecutionContext_mysqldb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",99,5min
AZ4INX4LUdMD1-xUqr-N,lib/sqlalchemy/dialects/mysql/mysqldb.py,mysqldb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""MySQLCompiler_mysqldb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",103,5min
AZ4INX4LUdMD1-xUqr-O,lib/sqlalchemy/dialects/mysql/mysqldb.py,mysqldb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""MySQLDialect_mysqldb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",107,5min
AZ4INX4VUdMD1-xUqr-f,lib/sqlalchemy/dialects/mysql/pymysql.py,pymysql.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""MySQLDialect_pymysql"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",58,5min
AZ4INX4VUdMD1-xUqr-g,lib/sqlalchemy/dialects/mysql/pymysql.py,pymysql.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""Connection"" to match the regular expression ^[_a-z][a-z0-9_]*$.",89,2min
AZ4INX4CUdMD1-xUqr93,lib/sqlalchemy/dialects/mysql/pyodbc.py,pyodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""MySQLExecutionContext_pyodbc"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",67,5min
AZ4INX4CUdMD1-xUqr94,lib/sqlalchemy/dialects/mysql/pyodbc.py,pyodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""MySQLDialect_pyodbc"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",76,5min
AZ4INX4CUdMD1-xUqr95,lib/sqlalchemy/dialects/mysql/pyodbc.py,pyodbc.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""pyodbc_SQL_CHAR"" to match the regular expression ^[_a-z][a-z0-9_]*$.",129,2min
AZ4INX4CUdMD1-xUqr96,lib/sqlalchemy/dialects/mysql/pyodbc.py,pyodbc.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""pyodbc_SQL_WCHAR"" to match the regular expression ^[_a-z][a-z0-9_]*$.",130,2min
AZ4INX4EUdMD1-xUqr97,lib/sqlalchemy/dialects/mysql/types.py,types.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",98,0min
AZ4INX4mUdMD1-xUqr-s,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""cx_Oracle"" to match the regular expression ^[_a-z][a-z0-9_]*$.",459,2min
AZ4INX4mUdMD1-xUqr-t,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""cx_Oracle"" to match the regular expression ^[_a-z][a-z0-9_]*$.",501,2min
AZ4INX4mUdMD1-xUqr-w,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""_OracleBINARY_FLOAT"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",560,5min
AZ4INX4mUdMD1-xUqr-x,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""_OracleBINARY_DOUBLE"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",564,5min
AZ4INX4mUdMD1-xUqr-y,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",595,0min
AZ4INX4mUdMD1-xUqr-z,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleCompiler_cx_oracle"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",692,5min
AZ4INX4mUdMD1-xUqr-0,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",739,0min
AZ4INX4mUdMD1-xUqr-1,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleExecutionContext_cx_oracle"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",763,5min
AZ4INX4mUdMD1-xUqr-2,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""cx_Oracle"" to match the regular expression ^[_a-z][a-z0-9_]*$.",788,2min
AZ4INX4mUdMD1-xUqr-4,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleDialect_cx_oracle"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",970,5min
AZ4INX4mUdMD1-xUqr-6,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this parameter ""defaultType"" to match the regular expression ^[_a-z][a-z0-9_]*$.",1192,2min
AZ4INX4mUdMD1-xUqr-7,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""cx_Oracle"" to match the regular expression ^[_a-z][a-z0-9_]*$.",1233,2min
AZ4INX4mUdMD1-xUqr--,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",1409,0min
AZ4INX4mUdMD1-xUqr-_,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",1418,0min
AZ4INX4mUdMD1-xUqr_B,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",1444,0min
AZ4INX4mUdMD1-xUqr_C,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",1459,0min
AZ4INX4vUdMD1-xUqr_L,lib/sqlalchemy/dialects/oracle/dictionary.py,dictionary.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",445,0min
AZ4INX4xUdMD1-xUqr_M,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleExecutionContext_oracledb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",114,5min
AZ4INX4xUdMD1-xUqr_N,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleDialect_oracledb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",120,5min
AZ4INX4xUdMD1-xUqr_O,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_oracledb_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",225,5min
AZ4INX4xUdMD1-xUqr_P,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_oracledb_ss_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",280,5min
AZ4INX4xUdMD1-xUqr_Q,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_oracledb_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",291,5min
AZ4INX4xUdMD1-xUqr_S,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdaptFallback_oracledb_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",353,5min
AZ4INX4xUdMD1-xUqr_T,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleExecutionContextAsync_oracledb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",382,5min
AZ4INX4xUdMD1-xUqr_U,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""OracleDialectAsync_oracledb"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",402,5min
AZ4INX4pUdMD1-xUqr_D,lib/sqlalchemy/dialects/oracle/types.py,types.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""BINARY_DOUBLE"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",111,5min
AZ4INX4pUdMD1-xUqr_E,lib/sqlalchemy/dialects/oracle/types.py,types.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""BINARY_FLOAT"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",115,5min
AZ4INX3vUdMD1-xUqr9S,lib/sqlalchemy/dialects/postgresql/_psycopg_common.py,_psycopg_common.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""_PGExecutionContext_common_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",89,5min
AZ4INX3vUdMD1-xUqr9T,lib/sqlalchemy/dialects/postgresql/_psycopg_common.py,_psycopg_common.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""_PGDialect_common_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",100,5min
AZ4INX3WUdMD1-xUqr8e,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""asyncpg_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",361,2min
AZ4INX3WUdMD1-xUqr8g,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""asyncpg_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",394,2min
AZ4INX3WUdMD1-xUqr8f,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""NoneType"" to match the regular expression ^[_a-z][a-z0-9_]*$.",396,2min
AZ4INX3WUdMD1-xUqr8i,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGExecutionContext_asyncpg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",439,5min
AZ4INX3WUdMD1-xUqr8j,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGCompiler_asyncpg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",465,5min
AZ4INX3WUdMD1-xUqr8k,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGIdentifierPreparer_asyncpg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",469,5min
AZ4INX3WUdMD1-xUqr8l,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_asyncpg_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",473,5min
AZ4INX3WUdMD1-xUqr8m,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_asyncpg_ss_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",607,5min
AZ4INX3WUdMD1-xUqr8o,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",669,0min
AZ4INX3WUdMD1-xUqr8n,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S3626,LOW,MAINTAINABILITY,CODE_SMELL,Remove this redundant continue.,675,1min
AZ4INX3WUdMD1-xUqr8p,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_asyncpg_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",686,5min
AZ4INX3WUdMD1-xUqr8r,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdaptFallback_asyncpg_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",922,5min
AZ4INX3WUdMD1-xUqr8s,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_asyncpg_dbapi"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",928,5min
AZ4INX3WUdMD1-xUqr8t,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S100,LOW,MAINTAINABILITY,CODE_SMELL,"Rename method ""Binary"" to match the regular expression ^[a-z_][a-z0-9_]*$.",1017,5min
AZ4INX3WUdMD1-xUqr8u,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGDialect_asyncpg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",1021,5min
AZ4INX3AUdMD1-xUqr7v,lib/sqlalchemy/dialects/postgresql/pg8000.py,pg8000.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""pg8000_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",258,2min
AZ4INX3AUdMD1-xUqr7w,lib/sqlalchemy/dialects/postgresql/pg8000.py,pg8000.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""pg8000_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",285,2min
AZ4INX3AUdMD1-xUqr7x,lib/sqlalchemy/dialects/postgresql/pg8000.py,pg8000.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGExecutionContext_pg8000"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",321,5min
AZ4INX3AUdMD1-xUqr7z,lib/sqlalchemy/dialects/postgresql/pg8000.py,pg8000.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGCompiler_pg8000"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",387,5min
AZ4INX3AUdMD1-xUqr70,lib/sqlalchemy/dialects/postgresql/pg8000.py,pg8000.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGIdentifierPreparer_pg8000"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",396,5min
AZ4INX3AUdMD1-xUqr71,lib/sqlalchemy/dialects/postgresql/pg8000.py,pg8000.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGDialect_pg8000"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",402,5min
AZ4INX3TUdMD1-xUqr8b,lib/sqlalchemy/dialects/postgresql/pg_catalog.py,pg_catalog.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PG_NODE_TREE"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",33,5min
AZ4INX3oUdMD1-xUqr9O,lib/sqlalchemy/dialects/postgresql/provision.py,provision.py,python:S2737,LOW,MAINTAINABILITY,CODE_SMELL,Add logic to this except clause or eliminate it and rethrow the exception automatically.,57,5min
AZ4INX3GUdMD1-xUqr77,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""psycopg_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",202,2min
AZ4INX3GUdMD1-xUqr7-,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""psycopg_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",229,2min
AZ4INX3GUdMD1-xUqr79,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""psycopg_Multirange"" to match the regular expression ^[_a-z][a-z0-9_]*$.",230,2min
AZ4INX3GUdMD1-xUqr78,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""NoneType"" to match the regular expression ^[_a-z][a-z0-9_]*$.",234,2min
AZ4INX3GUdMD1-xUqr8A,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGExecutionContext_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",272,5min
AZ4INX3GUdMD1-xUqr8B,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGCompiler_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",276,5min
AZ4INX3GUdMD1-xUqr8C,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGIdentifierPreparer_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",280,5min
AZ4INX3GUdMD1-xUqr8D,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGDialect_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",288,5min
AZ4INX3GUdMD1-xUqr8F,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_psycopg_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",560,5min
AZ4INX3GUdMD1-xUqr8E,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S116,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this field ""_psycopg_ExecStatus"" to match the regular expression ^[_a-z][_a-z0-9]*$.",563,2min
AZ4INX3GUdMD1-xUqr8G,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_psycopg_ss_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",624,5min
AZ4INX3GUdMD1-xUqr8H,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_psycopg_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",650,5min
AZ4INX3GUdMD1-xUqr8I,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdaptFallback_psycopg_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",702,5min
AZ4INX3GUdMD1-xUqr8J,lib/sqlalchemy/dialects/postgresql/psycopg.py,psycopg.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGDialectAsync_psycopg"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",730,5min
AZ4INX3KUdMD1-xUqr8N,lib/sqlalchemy/dialects/postgresql/psycopg2.py,psycopg2.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""psycopg2_Range"" to match the regular expression ^[_a-z][a-z0-9_]*$.",520,2min
AZ4INX3KUdMD1-xUqr8O,lib/sqlalchemy/dialects/postgresql/psycopg2.py,psycopg2.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGExecutionContext_psycopg2"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",564,5min
AZ4INX3KUdMD1-xUqr8P,lib/sqlalchemy/dialects/postgresql/psycopg2.py,psycopg2.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGIdentifierPreparer_psycopg2"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",588,5min
AZ4INX3KUdMD1-xUqr8Q,lib/sqlalchemy/dialects/postgresql/psycopg2.py,psycopg2.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGDialect_psycopg2"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",603,5min
AZ4INX3lUdMD1-xUqr9N,lib/sqlalchemy/dialects/postgresql/psycopg2cffi.py,psycopg2cffi.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""PGDialect_psycopg2cffi"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",29,5min
AZ4INX2jUdMD1-xUqr6u,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aiosqlite_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",93,5min
AZ4INX2jUdMD1-xUqr6v,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",94,0min
AZ4INX2jUdMD1-xUqr6x,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aiosqlite_ss_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",186,5min
AZ4INX2jUdMD1-xUqr6y,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",187,0min
AZ4INX2jUdMD1-xUqr6z,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aiosqlite_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",214,5min
AZ4INX2jUdMD1-xUqr61,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdaptFallback_aiosqlite_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",301,5min
AZ4INX2jUdMD1-xUqr62,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aiosqlite_dbapi"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",307,5min
AZ4INX2jUdMD1-xUqr63,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""SQLiteExecutionContext_aiosqlite"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",356,5min
AZ4INX2jUdMD1-xUqr64,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,aiosqlite.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""SQLiteDialect_aiosqlite"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",361,5min
AZ4INX2cUdMD1-xUqr6c,lib/sqlalchemy/dialects/sqlite/base.py,base.py,python:S6353,LOW,MAINTAINABILITY,CODE_SMELL,Use concise character class syntax '\D' instead of '[^0-9]'.,957,5min
AZ4INX2cUdMD1-xUqr6g,lib/sqlalchemy/dialects/sqlite/base.py,base.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",1885,0min
AZ4INX2cUdMD1-xUqr6i,lib/sqlalchemy/dialects/sqlite/base.py,base.py,python:S5857,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this use of a reluctant quantifier with ""[^\)]*"".",2332,3min
